Index,Patch,Oracle,Predicted value
12119,correct/JoinOperator/f96a7.java,correct,correct
12120,correct/JoinPublicGroupAdapter/13f4a.java,correct,correct
12121,correct/JoinPublicGroupAdapter/e602d.java,correct,correct
12122,correct/JoinPublicGroupFragment/13f4a.java,correct,correct
12123,correct/JoinPublicGroupFragment/4b9eb.java,correct,correct
12124,correct/JoinPublicGroupFragment/e602d.java,correct,correct
12125,correct/JoinRows/95bab.java,correct,correct
12126,correct/JoinRows/b9be1.java,correct,correct
12127,correct/JoinTest/14292.java,correct,correct
12128,correct/JoinTypeCheckCtx/b98fb.java,correct,correct
12129,correct/JoinedStreams/3458a.java,correct,correct
12130,correct/JolokiaHelpers/11cec.java,correct,correct
12131,correct/JoranConfiguratorBase/d4ef2.java,correct,overfitting
12132,correct/JoseSessionTokenProvider/ee8b8.java,correct,correct
12133,correct/Journal/4e909.java,correct,correct
12134,correct/JournalArticleFinderImpl/02a55.java,correct,overfitting
12135,correct/JournalArticleFinderImpl/0a0fc.java,correct,correct
12136,correct/JournalArticleFinderTest/d7837.java,correct,correct
12137,correct/JournalArticleIndexer/a0310.java,correct,correct
12138,correct/JournalArticleIndexer/eecd4.java,correct,correct
12139,correct/JournalArticleLocalServiceImpl/436c1.java,correct,correct
12140,correct/JournalArticleLocalServiceImpl/79016.java,correct,correct
12141,correct/JournalArticleScheduledTest/d7837.java,correct,correct
12142,correct/JournalArticleSearchTest/88608.java,correct,correct
12143,correct/JournalArticleServiceTest/d7837.java,correct,correct
12144,correct/JournalArticleTrashHandler/79016.java,correct,correct
12145,correct/JournalArticleTrashHandlerTest/17e02.java,correct,correct
12146,correct/JournalBaseTrashHandler/52722.java,correct,correct
12147,correct/JournalContentDisplayContext/1734d.java,correct,overfitting
12148,correct/JournalContentDisplayContext/d7b6b.java,correct,correct
12149,correct/JournalContentSearchWebUpgrade/02c61.java,correct,correct
12150,correct/JournalDDMTemplateDisplayContext/4b5b5.java,correct,correct
12151,correct/JournalFolderFinderTest/f6ff5.java,correct,correct
12152,correct/JournalIntegrationTest/cab43.java,correct,correct
12153,correct/JournalPersistenceAdapter/673f3.java,correct,correct
12154,correct/JournalPortlet/5fce9.java,correct,correct
12155,correct/JournalPortletDataHandler/9cb2c.java,correct,correct
12156,correct/JournalProtoUtils/1fdc3.java,correct,correct
12157,correct/JournalReaderOptionsTest/477ce.java,correct,overfitting
12158,correct/JournalStateMachine/b6ede.java,correct,correct
12159,correct/JournalTemplateLoader/b2c61.java,correct,overfitting
12160,correct/JournalTestUtil/5c754.java,correct,overfitting
12161,correct/JournalUtil/1ef3f.java,correct,correct
12162,correct/JournalUtil/56228.java,correct,correct
12163,correct/JournalWebDAVStorageImpl/40056.java,correct,correct
12164,correct/JournalWriter/c0676.java,correct,correct
12165,correct/JpaBeans/e6bed.java,correct,correct
12166,correct/JpaConsentRepository/a7118.java,correct,correct
12167,correct/JpaConsumerIdleMessageTest/7a0c9.java,correct,correct
12168,correct/JpaLockingStrategy/8e37f.java,correct,correct
12169,correct/JpaLockingStrategy/fae66.java,correct,overfitting
12170,correct/JpaMessages/05c63.java,correct,correct
12171,correct/JpaNonTXRollbackTest/e0051.java,correct,correct
12172,correct/JpaOverridePersistenceXmlClassLoader/9380d.java,correct,correct
12173,correct/JpaProducerWithQueryTest/e5298.java,correct,correct
12174,correct/JpaShutdownCompleteAllTasksTest/21b72.java,correct,correct
12175,correct/JpaTicketRegistry/07907.java,correct,correct
12176,correct/JpaTicketRegistryConfiguration/e6bed.java,correct,correct
12177,correct/JpaTicketRegistryTests/9114e.java,correct,correct
12178,correct/JpaTicketRegistryTests/a679f.java,correct,correct
12179,correct/JpaUserCredentialStore/7bcbc.java,correct,correct
12180,correct/JpaUserCredentialStore/a8071.java,correct,correct
12181,correct/JpaWithNamedQueryAndParametersTest/e5298.java,correct,correct
12182,correct/JpaWithNamedQueryTest/77c7a.java,correct,correct
12183,correct/Jpeg/527fb.java,correct,overfitting
12184,correct/JreVersionDetector/50671.java,correct,correct
12185,correct/JsAst/20b42.java,correct,correct
12186,correct/JsCallsProvider/04999.java,correct,correct
12187,correct/JsDataClassGenerator/b1fca.java,correct,correct
12188,correct/JsDisplayList/a4c93.java,correct,correct
12189,correct/JsFacade/34794.java,correct,correct
12190,correct/JsFacade/5924b.java,correct,correct
12191,correct/JsFacade/e841f.java,correct,correct
12192,correct/JsFacade/f4f10.java,correct,correct
12193,correct/JsFilesModule/f350c.java,correct,correct
12194,correct/JsInliner/4783c.java,correct,correct
12195,correct/JsInliner/f766b.java,correct,correct
12196,correct/JsMessageVisitor/eb008.java,correct,correct
12197,correct/JsModernArray/3ba5c.java,correct,correct
12198,correct/JsParser/8f33d.java,correct,correct
12199,correct/JsSticker/878c2.java,correct,correct
12200,correct/JschSshClient/1c644.java,correct,overfitting
12201,correct/Json/2fac7.java,correct,overfitting
12202,correct/Json/92882.java,correct,correct
12203,correct/Json/b1075.java,correct,correct
12204,correct/Json/e83fc.java,correct,correct
12205,correct/JsonCachedValues/fa07d.java,correct,overfitting
12206,correct/JsonCodecFactory/4d6a4.java,correct,correct
12207,correct/JsonCodecFactory/81aed.java,correct,correct
12208,correct/JsonConsentRepository/a7118.java,correct,correct
12209,correct/JsonConversion/2eb05.java,correct,correct
12210,correct/JsonDataToProcessWriter/1b653.java,correct,correct
12211,correct/JsonErrorResponseHandlerV2/d3f9d.java,correct,correct
12212,correct/JsonHelpers/5b158.java,correct,correct
12213,correct/JsonHttpResponseHandler/fa457.java,correct,correct
12214,correct/JsonMapObjectReaderWriter/7faee.java,correct,correct
12215,correct/JsonMarshaller/16dac.java,correct,correct
12216,correct/JsonModelLoader/796b3.java,correct,correct
12217,correct/JsonMojo/5972b.java,correct,correct
12218,correct/JsonMojo/98c4a.java,correct,correct
12219,correct/JsonMojo/bad61.java,correct,correct
12220,correct/JsonParsing/bdff6.java,correct,correct
12221,correct/JsonPathConfig/3249e.java,correct,correct
12222,correct/JsonProcessingExceptionMapper/b2611.java,correct,correct
12223,correct/JsonReader/1e4f3.java,correct,correct
12224,correct/JsonReader/40c43.java,correct,correct
12225,correct/JsonReader/4d6a4.java,correct,correct
12226,correct/JsonReader/81aed.java,correct,correct
12227,correct/JsonReader/8a42a.java,correct,correct
12228,correct/JsonReader/ae7b5.java,correct,correct
12229,correct/JsonReader/b4515.java,correct,correct
12230,correct/JsonReaders/cff50.java,correct,correct
12231,correct/JsonRpc2_0RxTest/81748.java,correct,correct
12232,correct/JsonRpc2_0Web3j/4b4d2.java,correct,correct
12233,correct/JsonSchemaCrossReferencesTest/45a6d.java,correct,correct
12234,correct/JsonSchemaDocumentationProvider/c68ff.java,correct,correct
12235,correct/JsonSmartMappingProvider/ae7f5.java,correct,correct
12236,correct/JsonStringLiteralManipulator/7ebfc.java,correct,correct
12237,correct/JsonTypeSerializer/31091.java,correct,correct
12238,correct/JsonUtil/ba98e.java,correct,correct
12239,correct/JsonUtilClient/c6a39.java,correct,correct
12240,correct/JsonValue/b2ceb.java,correct,overfitting
12241,correct/JsonWriter/4d6a4.java,correct,correct
12242,correct/JsonWriter/81aed.java,correct,correct
12243,correct/JsonpInInterceptor/7b202.java,correct,correct
12244,correct/JspC/1cd09.java,correct,correct
12245,correct/JspC/5ef28.java,correct,correct
12246,correct/JspCServletContext/1dbb5.java,correct,correct
12247,correct/JspCompilationContext/cf048.java,correct,correct
12248,correct/JspDocumentParser/25275.java,correct,correct
12249,correct/JspFactory/bab55.java,correct,correct
12250,correct/JspFile/b8258.java,correct,correct
12251,correct/JspPropertyGroup/af1ca.java,correct,correct
12252,correct/JspServletWrapper/9e558.java,correct,correct
12253,correct/JspServletWrapper/ed707.java,correct,correct
12254,correct/Jsr199JavacInvocation/44285.java,correct,correct
12255,correct/JsseParameters/64329.java,correct,correct
12256,correct/JstdHighlightingTest/c30af.java,correct,correct
12257,correct/JtaTransactionManager/49ae5.java,correct,overfitting
12258,correct/JtxTests/ec310.java,correct,correct
12259,correct/JvmBasicCompletionTestGenerated/7198b.java,correct,correct
12260,correct/JvmBasicCompletionTestGenerated/e33e1.java,correct,correct
12261,correct/JvmComponentPlugin/78e82.java,correct,correct
12262,correct/JvmGcDetailedBoMapper/7a0aa.java,correct,correct
12263,correct/JvmInfoTests/1c544.java,correct,correct
12264,correct/JvmLibraryArg/a1f18.java,correct,correct
12265,correct/JvmLibraryResolutionErrorMessageBuilder/e3c72.java,correct,correct
12266,correct/JvmLocalLibraryMetaDataAdapter/edda6.java,correct,correct
12267,correct/JvmMetricsTest/bc893.java,correct,correct
12268,correct/JvmModifiersOwner/6e11e.java,correct,correct
12269,correct/JvmSmartCompletionTestGenerated/e33e1.java,correct,correct
12270,correct/JvmStreamDebuggerActionHandler/b0511.java,correct,correct
12271,correct/JvmVersionDetector/683ae.java,correct,correct
12272,correct/JwsCompactConsumer/71a43.java,correct,correct
12273,correct/JwsCompactProducer/71a43.java,correct,correct
12274,correct/JythonEvaluable/975c6.java,correct,correct
12275,correct/K2JSCompilerMojo/cbaf3.java,correct,correct
12276,correct/K2JVMCompileMojo/be21a.java,correct,correct
12277,correct/K9PreferenceActivity/e2558.java,correct,correct
12278,correct/KBArticleAttachmentsUtil/4758a.java,correct,correct
12279,correct/KBArticleImpl/a9948.java,correct,correct
12280,correct/KBArticleLocalServiceImpl/4758a.java,correct,correct
12281,correct/KBArticleLocalServiceImpl/5e1ee.java,correct,correct
12282,correct/KBArticleLocalServiceImpl/8750a.java,correct,correct
12283,correct/KBArticleLocalServiceImpl/8f282.java,correct,correct
12284,correct/KBArticleLocalServiceImpl/9499f.java,correct,correct
12285,correct/KBArticleLocalServiceImpl/ccadd.java,correct,correct
12286,correct/KCVSConfiguration/95741.java,correct,correct
12287,correct/KCVSConfiguration/95741.java,correct,correct
12288,correct/KCVSConfiguration/a457c.java,correct,correct
12289,correct/KCVSConfiguration/a457c.java,correct,correct
12290,correct/KCVSUtil/a457c.java,correct,correct
12291,correct/KCVSUtil/a457c.java,correct,correct
12292,correct/KMPSearch/03c9b.java,correct,correct
12293,correct/KMeans/4e493.java,correct,correct
12294,correct/KMeans/5a1bf.java,correct,correct
12295,correct/KMeans/7a3db.java,correct,correct
12296,correct/KNXBinding/8124e.java,correct,correct
12297,correct/KNXBinding/af6a4.java,correct,correct
12298,correct/KStream/12fa1.java,correct,correct
12299,correct/KStreamImpl/12fa1.java,correct,correct
12300,correct/KStreamPassThrough/d24d9.java,correct,overfitting
12301,correct/KTableImplTest/ad56f.java,correct,correct
12302,correct/KafkaAutoConfigurationTests/f21e7.java,correct,correct
12303,correct/KafkaBoltTest/d6b69.java,correct,correct
12304,correct/KafkaConfiguration/411f5.java,correct,correct
12305,correct/KafkaConsumer/5f328.java,correct,correct
12306,correct/KafkaConsumer/dbfe8.java,correct,correct
12307,correct/KafkaConsumerTestBase/6cc1c.java,correct,correct
12308,correct/KafkaConsumerTestBase/c7167.java,correct,correct
12309,correct/KafkaEightDruidModule/9fb61.java,correct,correct
12310,correct/KafkaEndpoint/411f5.java,correct,correct
12311,correct/KafkaJournal/2226b.java,correct,correct
12312,correct/KafkaJournal/55a4e.java,correct,correct
12313,correct/KafkaProducerFullTest/99fb9.java,correct,correct
12314,correct/KafkaProducerTest/123f0.java,correct,correct
12315,correct/KafkaProducerTest/680ee.java,correct,correct
12316,correct/KafkaProperties/f21e7.java,correct,overfitting
12317,correct/KafkaSource/e2820.java,correct,correct
12318,correct/KafkaSourceTest/b983c.java,correct,correct
12319,correct/KafkaSpanDecoratorTest/bdd5d.java,correct,correct
12320,correct/KafkaStreamer/48321.java,correct,correct
12321,correct/KafkaStreamsTest/5a296.java,correct,correct
12322,correct/KafkaSupervisor/515ca.java,correct,correct
12323,correct/KafkaUnboundedReader/5d133.java,correct,overfitting
12324,correct/KahaDBStore/0d05a.java,correct,correct
12325,correct/KahaDBStore/4a8fe.java,correct,correct
12326,correct/KahaTopicReferenceStore/1f280.java,correct,correct
12327,correct/KaleoDefinitionLocalServiceTest/f0862.java,correct,correct
12328,correct/KaleoDefinitionVersionLocalServiceTest/f0862.java,correct,correct
12329,correct/KaleoTaskInstanceTokenServiceTest/9a6db.java,correct,correct
12330,correct/KaleoTimerInstanceTokenLocalServiceImpl/9ddbe.java,correct,correct
12331,correct/Kali/Defects4J-Closure-126/0.txt,correct,correct
12332,correct/Kali/Defects4J-Closure-46/0.txt,correct,correct
12333,correct/Kali/Defects4J-Math-50/0.txt,correct,overfitting
12334,correct/KandarinDiaryRequirement/1b2eb.java,correct,correct
12335,correct/KandarinDiaryRequirement/46ecd.java,correct,correct
12336,correct/KarafContainerRegistration/7d762.java,correct,correct
12337,correct/KarafContainerRegistration/8e98a.java,correct,correct
12338,correct/KarmaBrowserErrorFilterTest/16dbc.java,correct,correct
12339,correct/KarmaServerLogComponent/8f6b5.java,correct,correct
12340,correct/KdTree/25913.java,correct,correct
12341,correct/KdcServerConnectionVerificationTest/07769.java,correct,correct
12342,correct/KeepOneFilterTest/f19ac.java,correct,correct
12343,correct/KeepWordFilterFactory/61a6b.java,correct,correct
12344,correct/KerasLayer/f4b48.java,correct,correct
12345,correct/KerasModelImport/b0331.java,correct,correct
12346,correct/KerasOptimizerUtils/5a413.java,correct,correct
12347,correct/KerasWeightSettingTests/2535c.java,correct,correct
12348,correct/KerberosAuthenticationFilter/71488.java,correct,correct
12349,correct/KerberosLogin/0f8b6.java,correct,correct
12350,correct/KerberosTokenInterceptorProvider/7faee.java,correct,correct
12351,correct/KernalBundle/346f3.java,correct,correct
12352,correct/KernelAdapter/17221.java,correct,correct
12353,correct/KernelCpuSpeedReader/039fd.java,correct,correct
12354,correct/KernelCpuSpeedReader/0ca18.java,correct,correct
12355,correct/KernelCpuSpeedReader/13c23.java,correct,correct
12356,correct/KernelCpuSpeedReader/68055.java,correct,correct
12357,correct/KernelCpuSpeedReader/6832f.java,correct,correct
12358,correct/KernelCpuSpeedReader/848e0.java,correct,correct
12359,correct/KernelCpuSpeedReader/c4f19.java,correct,correct
12360,correct/KernelStatementTest/702aa.java,correct,correct
12361,correct/KernelUidCpuFreqTimeReader/f523c.java,correct,correct
12362,correct/KernelUidCpuTimeReader/00681.java,correct,overfitting
12363,correct/KernelUidCpuTimeReader/0711a.java,correct,correct
12364,correct/KernelUidCpuTimeReader/22a69.java,correct,correct
12365,correct/KernelValidationUtil/6f5b3.java,correct,correct
12366,correct/KettleDatabaseRepository/49034.java,correct,correct
12367,correct/KettleGenericFileSystemConfigBuilder/3347e.java,correct,correct
12368,correct/KettleVFS/5494a.java,correct,correct
12369,correct/KeyBinding/a769f.java,correct,correct
12370,correct/KeyBindingCategory/42e6a.java,correct,overfitting
12371,correct/KeyBindingsTest/19ecb.java,correct,correct
12372,correct/KeyCacheTest/18669.java,correct,correct
12373,correct/KeyChainGroup/a3ced.java,correct,correct
12374,correct/KeyColumnValueStoreTest/218a9.java,correct,correct
12375,correct/KeyColumnValueStoreTest/218a9.java,correct,correct
12376,correct/KeyColumnValueStoreTest/e3038.java,correct,correct
12377,correct/KeyDataFactory/e5983.java,correct,correct
12378,correct/KeyEventDispatcher/1fb94.java,correct,correct
12379,correct/KeySetManager/1e479.java,correct,correct
12380,correct/KeySetManager/d4719.java,correct,correct
12381,correct/KeyShell/ca52c.java,correct,correct
12382,correct/KeyShell/f43a2.java,correct,correct
12383,correct/KeyStoreCli/92919.java,correct,correct
12384,correct/KeyStoreFactory/03705.java,correct,correct
12385,correct/KeyStoreHelper/dc1b8.java,correct,correct
12386,correct/KeyStoreKeyConstraints/7513d.java,correct,correct
12387,correct/KeyStoreKeyConstraints/9be10.java,correct,correct
12388,correct/KeyStoreKeyConstraints/c48e8.java,correct,correct
12389,correct/KeyStoreKeyConstraints/edd0e.java,correct,correct
12390,correct/KeyTest/1300c.java,correct,correct
12391,correct/KeyValue/efb95.java,correct,correct
12392,correct/KeyValuePartitionIntegrationTest/6f9b2.java,correct,overfitting
12393,correct/KeyValuePartitionReader/2edf0.java,correct,correct
12394,correct/KeyValueStoreMapReduceIntegrationTest/e255c.java,correct,correct
12395,correct/KeyValueWorkerClient/6f349.java,correct,correct
12396,correct/KeyboardShortcut/1e9dd.java,correct,correct
12397,correct/KeyboardUtil/1a1f4.java,correct,correct
12398,correct/KeycloakIdentity/a9f69.java,correct,correct
12399,correct/KeyedExtensionCollector/ec972.java,correct,correct
12400,correct/KeyedLockTests/51043.java,correct,correct
12401,correct/KeyedResourcePool/efcdd.java,correct,correct
12402,correct/KeyguardAffordanceView/745bf.java,correct,correct
12403,correct/KeyguardAffordanceView/9df81.java,correct,correct
12404,correct/KeyguardAffordanceView/ae9fa.java,correct,correct
12405,correct/KeyguardAffordanceView/f7a9c.java,correct,correct
12406,correct/KeyguardBottomAreaView/265b1.java,correct,correct
12407,correct/KeyguardBottomAreaView/27c1a.java,correct,correct
12408,correct/KeyguardBottomAreaView/42904.java,correct,correct
12409,correct/KeyguardBottomAreaView/43fdc.java,correct,correct
12410,correct/KeyguardBottomAreaView/633c1.java,correct,correct
12411,correct/KeyguardBottomAreaView/83854.java,correct,correct
12412,correct/KeyguardBottomAreaView/e6c02.java,correct,correct
12413,correct/KeyguardBottomAreaView/f610b.java,correct,correct
12414,correct/KeyguardFaceUnlockView/19f56.java,correct,correct
12415,correct/KeyguardFaceUnlockView/1f075.java,correct,correct
12416,correct/KeyguardFaceUnlockView/69b0c.java,correct,correct
12417,correct/KeyguardFaceUnlockView/7ca39.java,correct,correct
12418,correct/KeyguardFaceUnlockView/f0bba.java,correct,correct
12419,correct/KeyguardManager/2536c.java,correct,correct
12420,correct/KeyguardManager/6aea1.java,correct,correct
12421,correct/KeyguardManager/6d245.java,correct,correct
12422,correct/KeyguardManager/bbd46.java,correct,correct
12423,correct/KeyguardManager/c8544.java,correct,correct
12424,correct/KeyguardManager/fd887.java,correct,correct
12425,correct/KeyguardPINView/5daee.java,correct,correct
12426,correct/KeyguardPatternView/53f39.java,correct,overfitting
12427,correct/KeyguardPatternView/5daee.java,correct,correct
12428,correct/KeyguardPatternView/ac80c.java,correct,overfitting
12429,correct/KeyguardPatternView/bdd22.java,correct,overfitting
12430,correct/KeyguardSecurityContainer/2a029.java,correct,correct
12431,correct/KeyguardSecurityContainer/3b9fb.java,correct,correct
12432,correct/KeyguardSecurityContainer/5433f.java,correct,correct
12433,correct/KeyguardSecurityContainer/60b71.java,correct,correct
12434,correct/KeyguardSecurityContainer/b8df8.java,correct,correct
12435,correct/KeyguardSecurityContainer/edd32.java,correct,correct
12436,correct/KeyguardStatusView/1aade.java,correct,correct
12437,correct/KeyguardStatusViewManager/0a890.java,correct,correct
12438,correct/KeyguardStatusViewManager/8abd7.java,correct,correct
12439,correct/KeyguardStatusViewManager/8b4b2.java,correct,correct
12440,correct/KeyguardStatusViewManager/b94f8.java,correct,correct
12441,correct/KeyguardStatusViewManager/f15ba.java,correct,correct
12442,correct/KeyguardUpdateMonitor/0c903.java,correct,overfitting
12443,correct/KeyguardUpdateMonitor/33814.java,correct,correct
12444,correct/KeyguardUpdateMonitor/66360.java,correct,correct
12445,correct/KeyguardUpdateMonitor/78b12.java,correct,overfitting
12446,correct/KeyguardUpdateMonitor/800eb.java,correct,overfitting
12447,correct/KeyguardUpdateMonitor/85a95.java,correct,correct
12448,correct/KeyguardUpdateMonitor/8caea.java,correct,overfitting
12449,correct/KeyguardUpdateMonitor/d6832.java,correct,overfitting
12450,correct/KeyguardViewMediator/3e3e4.java,correct,correct
12451,correct/KeyguardViewMediator/8c051.java,correct,correct
12452,correct/KeyguardViewMediator/b6692.java,correct,correct
12453,correct/KeyguardViewMediator/f311b.java,correct,correct
12454,correct/KeyguardViewStateManager/180cf.java,correct,correct
12455,correct/KeymapUtil/82a4b.java,correct,correct
12456,correct/KeywordCompletionTest/c11f1.java,correct,correct
12457,correct/KeywordLookupItem/ff17b.java,correct,correct
12458,correct/KeywordParser/62353.java,correct,correct
12459,correct/KeywordReplacer/72c3c.java,correct,correct
12460,correct/KeywordTokenizerFactory/61a6b.java,correct,correct
12461,correct/KieBuilderImpl/6d284.java,correct,correct
12462,correct/KieBuilderTest/346ff.java,correct,correct
12463,correct/KieContainerImpl/04d58.java,correct,correct
12464,correct/KieModuleFromMultipleFilesExample/799a5.java,correct,correct
12465,correct/KieModuleModelExample/799a5.java,correct,correct
12466,correct/KieProjectDefaultClasspathTest/8eb71.java,correct,correct
12467,correct/KinematicRagdollControl/c7a5d.java,correct,correct
12468,correct/KinesisEndpointTest/570e6.java,correct,correct
12469,correct/KinesisFirehoseEndpointTest/570e6.java,correct,correct
12470,correct/Kit/69519.java,correct,correct
12471,correct/Knapsack/762fb.java,correct,correct
12472,correct/KnowledgeAgentConfigurationImpl/ba47b.java,correct,overfitting
12473,correct/KnowledgeBaseImpl/bc9df.java,correct,correct
12474,correct/KnowledgeBaseImpl/dc52d.java,correct,correct
12475,correct/KnownActionsTests/5b5c7.java,correct,correct
12476,correct/KnownActionsTests/db129.java,correct,correct
12477,correct/KnownElementWeigher/76553.java,correct,correct
12478,correct/KotlinApplicationProjectInitDescriptor/d3cb2.java,correct,correct
12479,correct/KotlinBuiltIns/408f7.java,correct,correct
12480,correct/KotlinBuiltIns/5dc5d.java,correct,correct
12481,correct/KotlinBytecodeToolWindow/149ff.java,correct,correct
12482,correct/KotlinCompileMojoBase/be21a.java,correct,correct
12483,correct/KotlinCompilerRunner/f0847.java,correct,correct
12484,correct/KotlinDebuggerTestCase/b794b.java,correct,correct
12485,correct/KotlinExtractFunctionDialog/92517.java,correct,overfitting
12486,correct/KotlinJavaFacadeTest/d27f3.java,correct,correct
12487,correct/KotlinJpsBuildTest/e705f.java,correct,correct
12488,correct/KotlinLibraryProjectInitDescriptor/d3cb2.java,correct,correct
12489,correct/KotlinLineBreakpointType/a929d.java,correct,correct
12490,correct/KotlinModuleSettingStep/3b02f.java,correct,correct
12491,correct/KotlinParsing/e3462.java,correct,correct
12492,correct/KotlinReflectionParameterNameDiscoverer/f8859.java,correct,correct
12493,correct/KotlinReflectionParameterNameDiscoverer/f8859.java,correct,correct
12494,correct/KotlinRuntimeLibraryUtil/77139.java,correct,correct
12495,correct/KotlinSignatureUtil/0f780.java,correct,correct
12496,correct/KotlinStructureViewFactory/b33c5.java,correct,overfitting
12497,correct/KrakenAdapters/36e30.java,correct,correct
12498,correct/KsqlContext/9aea5.java,correct,correct
12499,correct/KtDestructuringDeclarationEntry/e7d29.java,correct,correct
12500,correct/KtNamedDeclarationNotStubbed/69afc.java,correct,correct
12501,correct/KtNamedDeclarationStub/69afc.java,correct,correct
12502,correct/KtTypeCodeFragment/cfe1c.java,correct,overfitting
12503,correct/KubernetesClient/42c62.java,correct,correct
12504,correct/KubernetesManager/02b91.java,correct,correct
12505,correct/KubernetesManagerMXBean/02b91.java,correct,correct
12506,correct/KucoinAdapters/f126e.java,correct,correct
12507,correct/KvStateClientProxyHandler/105b3.java,correct,correct
12508,correct/KvStateRequestSerializer/3581a.java,correct,correct
12509,correct/KvStateServerTest/45397.java,correct,correct
12510,correct/KylinClient/eb01b.java,correct,correct
12511,correct/KylinConfig/50a8f.java,correct,correct
12512,correct/KylinConfig/74cee.java,correct,overfitting
12513,correct/KylinConfig/9bcdf.java,correct,correct
12514,correct/KylinConfig/a040c.java,correct,correct
12515,correct/KylinConfig/dd53d.java,correct,overfitting
12516,correct/KylinConfigBase/3fe29.java,correct,correct
12517,correct/KylinConfigBase/9ae03.java,correct,correct
12518,correct/KylinConnection/ef284.java,correct,correct
12519,correct/KylinTestBase/5021e.java,correct,correct
12520,correct/LBFGS/d42e2.java,correct,correct
12521,correct/LDAPAuth/002f2.java,correct,correct
12522,correct/LDAPAuthProviderPanelTest/112ef.java,correct,correct
12523,correct/LDAPAuthenticationProviderTest/2f736.java,correct,correct
12524,correct/LDAPExtSampler/0e2ee.java,correct,correct
12525,correct/LDAPImportUtil/b833f.java,correct,correct
12526,correct/LDAPInput/35120.java,correct,correct
12527,correct/LDAPInput/c1ec9.java,correct,correct
12528,correct/LDAPOutputDialog/58105.java,correct,correct
12529,correct/LFUCache/8ef10.java,correct,correct
12530,correct/LFWDataSetIterator/4df10.java,correct,correct
12531,correct/LFWDataSetIterator/94c1c.java,correct,correct
12532,correct/LFWDataSetIterator/98aec.java,correct,correct
12533,correct/LIRGeneratorTool/3b614.java,correct,correct
12534,correct/LIRGeneratorTool/c46ae.java,correct,correct
12535,correct/LLRealtimeSegmentDataManager/9410d.java,correct,overfitting
12536,correct/LLVMAMD64IncNode/3867b.java,correct,correct
12537,correct/LLVMAMD64RdSeedNode/dcbe4.java,correct,correct
12538,correct/LLVMAggregateFactory/b4393.java,correct,correct
12539,correct/LLVMCallNode/0de7b.java,correct,correct
12540,correct/LLVMCallNode/b3502.java,correct,overfitting
12541,correct/LLVMDataEscapeNode/cec64.java,correct,correct
12542,correct/LLVMDebugDeclare/11aad.java,correct,correct
12543,correct/LLVMDebugObject/6f848.java,correct,correct
12544,correct/LLVMDebugValue/11aad.java,correct,correct
12545,correct/LLVMForeignCallNode/b3502.java,correct,correct
12546,correct/LLVMFrameNullerUtil/a6e2f.java,correct,correct
12547,correct/LLVMFunction/047d6.java,correct,correct
12548,correct/LLVMFunctionDescriptor/76dc7.java,correct,correct
12549,correct/LLVMGlobalRootNode/b3502.java,correct,correct
12550,correct/LLVMInteropTest/22610.java,correct,correct
12551,correct/LLVMNativeIntrinsicsProvider/c366d.java,correct,correct
12552,correct/LLVMNativeIntrinsicsProvider/f9fa3.java,correct,correct
12553,correct/LLVMParserRuntime/80aa5.java,correct,correct
12554,correct/LLVMSourceLocation/ee156.java,correct,correct
12555,correct/LLVMTruffleReadNString/2c425.java,correct,correct
12556,correct/LLVMVisitor/d24c6.java,correct,correct
12557,correct/LLVMVisitor/e6ffe.java,correct,correct
12558,correct/LLVMX86_ConversionNode/4b50c.java,correct,correct
12559,correct/LOG/187d7.java,correct,correct
12560,correct/LPKGIndexer/fe2a2.java,correct,correct
12561,correct/LRTest/780c4.java,correct,correct
12562,correct/LRTest/90b87.java,correct,correct
12563,correct/LRTest/c6c7a.java,correct,correct
12564,correct/LRUCache/7c50d.java,correct,correct
12565,correct/LRUCache/e8d9e.java,correct,correct
12566,correct/LZ4Compressor/d4410.java,correct,correct
12567,correct/L_BFGS_Test/ea844.java,correct,correct
12568,correct/Label/22cc1.java,correct,correct
12569,correct/Label/783fd.java,correct,correct
12570,correct/LabelPainter/4d7af.java,correct,correct
12571,correct/LabradorRetriever/eef90.java,correct,correct
12572,correct/LafManagerImpl/b7cf7.java,correct,correct
12573,correct/LafManagerTest/d0330.java,correct,correct
12574,correct/LambdaClassDumper/d37b1.java,correct,correct
12575,correct/LambdaOperationsTest/c7cc6.java,correct,correct
12576,correct/LambdaRefactoringUtil/47b63.java,correct,correct
12577,correct/Lang/5961c.java,correct,overfitting
12578,correct/Lang/a962b.java,correct,correct
12579,correct/LangBuilder/983f9.java,correct,correct
12580,correct/LangImporter/4f0b5.java,correct,correct
12581,correct/LanguageAction/355f1.java,correct,overfitting
12582,correct/LanguageBasePlugin/a3229.java,correct,correct
12583,correct/LanguageConsoleImpl/af59e.java,correct,correct
12584,correct/LanguageConsoleImpl/f8af0.java,correct,correct
12585,correct/LanguageConsoleImpl/fd9f9.java,correct,correct
12586,correct/LanguageDetectionEval/97d39.java,correct,correct
12587,correct/LanguageIdentifier/c88b1.java,correct,correct
12588,correct/LanguageImpl/e9a77.java,correct,correct
12589,correct/LanguageImplTest/b2e7b.java,correct,correct
12590,correct/LanguageKeysCheck/f33c8.java,correct,correct
12591,correct/LanguageLevelModuleExtensionImpl/3ab46.java,correct,correct
12592,correct/LanguageRegistry/f4139.java,correct,correct
